,artist,album,song_name,release_date,duration_ms,popularity,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
332,crypvolk,One Kiss (Hardstyle),One Kiss (Hardstyle),2022-08-16,165677,52,2sNrZEAGLRQ7iDtXf5WsuV,0.557,0.719,0,-7.11,1,0.134,0.00754,0.000133,0.224,0.388,154.994,audio_features,2sNrZEAGLRQ7iDtXf5WsuV,spotify:track:2sNrZEAGLRQ7iDtXf5WsuV,https://api.spotify.com/v1/tracks/2sNrZEAGLRQ7iDtXf5WsuV,https://api.spotify.com/v1/audio-analysis/2sNrZEAGLRQ7iDtXf5WsuV,165678,4
333,Dom Livez,Middle Of The Night,Middle Of The Night,2022-08-12,154333,52,61G3o8mwI8kBiIf7FMX0bi,0.299,0.904,4,-4.891,0,0.15,0.000247,0.000235,0.798,0.272,180.045,audio_features,61G3o8mwI8kBiIf7FMX0bi,spotify:track:61G3o8mwI8kBiIf7FMX0bi,https://api.spotify.com/v1/tracks/61G3o8mwI8kBiIf7FMX0bi,https://api.spotify.com/v1/audio-analysis/61G3o8mwI8kBiIf7FMX0bi,154333,3
334,Atmozfears,Country Roads,Country Roads,2021-12-10,173687,52,6wwAp1Cmkcwc7tlrP9U2X9,0.37,0.824,9,-3.82,1,0.0944,0.167,3.8e-06,0.972,0.273,155.005,audio_features,6wwAp1Cmkcwc7tlrP9U2X9,spotify:track:6wwAp1Cmkcwc7tlrP9U2X9,https://api.spotify.com/v1/tracks/6wwAp1Cmkcwc7tlrP9U2X9,https://api.spotify.com/v1/audio-analysis/6wwAp1Cmkcwc7tlrP9U2X9,173688,4
335,Alan Walker,"Alone, Pt. II (Remixes)","Alone, Pt. II - Da Tweekaz Remix",2020-02-28,222346,52,22iyqD0gyzWHy6oAvPVAWk,0.555,0.91,3,-3.653,0,0.0628,0.137,0.0,0.335,0.55,154.932,audio_features,22iyqD0gyzWHy6oAvPVAWk,spotify:track:22iyqD0gyzWHy6oAvPVAWk,https://api.spotify.com/v1/tracks/22iyqD0gyzWHy6oAvPVAWk,https://api.spotify.com/v1/audio-analysis/22iyqD0gyzWHy6oAvPVAWk,222347,4
336,Bern-AT & WARLEX,Vois Sur Ton Chemin (Hardstyle),Vois Sur Ton Chemin - Hardstyle,2023-12-01,239034,51,2mVgDjPX3OzJ0EP1Y5cSWa,0.361,0.874,2,-6.446,0,0.0415,0.123,0.356,0.0881,0.303,179.884,audio_features,2mVgDjPX3OzJ0EP1Y5cSWa,spotify:track:2mVgDjPX3OzJ0EP1Y5cSWa,https://api.spotify.com/v1/tracks/2mVgDjPX3OzJ0EP1Y5cSWa,https://api.spotify.com/v1/audio-analysis/2mVgDjPX3OzJ0EP1Y5cSWa,239035,4
337,Always Mirin,Die Young,Die Young,2022-06-22,150348,51,1isZhPC9z1VTquJRmm0HAP,0.548,0.951,1,-1.447,0,0.0543,0.113,0.0,0.362,0.737,171.784,audio_features,1isZhPC9z1VTquJRmm0HAP,spotify:track:1isZhPC9z1VTquJRmm0HAP,https://api.spotify.com/v1/tracks/1isZhPC9z1VTquJRmm0HAP,https://api.spotify.com/v1/audio-analysis/1isZhPC9z1VTquJRmm0HAP,150349,4
338,Brennan Heart,What's Up?,What's Up?,2023-04-14,192000,51,2Sdpn0xjNKuWdfdccdvFnl,0.461,0.789,7,-5.553,1,0.0352,0.00754,0.0,0.104,0.356,150.049,audio_features,2Sdpn0xjNKuWdfdccdvFnl,spotify:track:2Sdpn0xjNKuWdfdccdvFnl,https://api.spotify.com/v1/tracks/2Sdpn0xjNKuWdfdccdvFnl,https://api.spotify.com/v1/audio-analysis/2Sdpn0xjNKuWdfdccdvFnl,192000,4
339,Lil Texas,Zombie Nation,Zombie Nation,2024-03-01,149333,50,28p8D5MFCUPjLO7xfybSqT,0.658,0.962,4,0.186,0,0.0842,0.000448,0.203,0.954,0.388,90.142,audio_features,28p8D5MFCUPjLO7xfybSqT,spotify:track:28p8D5MFCUPjLO7xfybSqT,https://api.spotify.com/v1/tracks/28p8D5MFCUPjLO7xfybSqT,https://api.spotify.com/v1/audio-analysis/28p8D5MFCUPjLO7xfybSqT,149333,4
340,Parla & Pardoux,Liberté (Sefa & Outsiders Remix),Liberté - Sefa & Outsiders Remix,2021-09-24,180292,50,3oNDynp3Y6F9NvCMqvoxYI,0.425,0.997,7,-1.608,1,0.214,0.233,0.338,0.294,0.435,92.479,audio_features,3oNDynp3Y6F9NvCMqvoxYI,spotify:track:3oNDynp3Y6F9NvCMqvoxYI,https://api.spotify.com/v1/tracks/3oNDynp3Y6F9NvCMqvoxYI,https://api.spotify.com/v1/audio-analysis/3oNDynp3Y6F9NvCMqvoxYI,180293,4
341,Mark With a K,Do Whatcha Say,Do Whatcha Say,2023-11-16,164300,50,5svlaUpNdfC4P4wO1snObR,0.597,0.981,7,-4.025,0,0.0551,0.00157,0.00692,0.0803,0.529,150.033,audio_features,5svlaUpNdfC4P4wO1snObR,spotify:track:5svlaUpNdfC4P4wO1snObR,https://api.spotify.com/v1/tracks/5svlaUpNdfC4P4wO1snObR,https://api.spotify.com/v1/audio-analysis/5svlaUpNdfC4P4wO1snObR,164300,4
342,Timmy Trumpet,Oh Fortuna,Oh Fortuna - Carmina Burana,2023-05-26,170117,50,1EvtCODhDxZAg8xqe5cqev,0.592,0.944,9,-4.42,0,0.31,0.0888,0.587,0.485,0.0704,170.08,audio_features,1EvtCODhDxZAg8xqe5cqev,spotify:track:1EvtCODhDxZAg8xqe5cqev,https://api.spotify.com/v1/tracks/1EvtCODhDxZAg8xqe5cqev,https://api.spotify.com/v1/audio-analysis/1EvtCODhDxZAg8xqe5cqev,170118,4
343,Da Tweekaz,Arabian Nights,Arabian Nights,2023-12-08,197013,49,4i4KAZzbz2LIf9AoZNqp6t,0.268,0.891,7,-4.118,1,0.193,0.0106,0.0,0.343,0.347,158.154,audio_features,4i4KAZzbz2LIf9AoZNqp6t,spotify:track:4i4KAZzbz2LIf9AoZNqp6t,https://api.spotify.com/v1/tracks/4i4KAZzbz2LIf9AoZNqp6t,https://api.spotify.com/v1/audio-analysis/4i4KAZzbz2LIf9AoZNqp6t,197014,4
344,Delerium,Silence (feat. Sarah McLachlan) [Brennan Heart Remix],Silence - Brennan Heart Remix,2021-10-07,263453,49,0cfxGRaCEFKwz66bURIYz5,0.204,0.817,9,-3.706,0,0.0505,0.0196,2.9e-05,0.0678,0.195,149.686,audio_features,0cfxGRaCEFKwz66bURIYz5,spotify:track:0cfxGRaCEFKwz66bURIYz5,https://api.spotify.com/v1/tracks/0cfxGRaCEFKwz66bURIYz5,https://api.spotify.com/v1/audio-analysis/0cfxGRaCEFKwz66bURIYz5,263453,4
345,Sub Sonik,Sandstorm,Sandstorm,2023-12-01,188774,49,2yyaTlex3YaCat520CSzti,0.494,0.998,11,-2.555,0,0.214,0.0473,0.00985,0.581,0.0613,149.958,audio_features,2yyaTlex3YaCat520CSzti,spotify:track:2yyaTlex3YaCat520CSzti,https://api.spotify.com/v1/tracks/2yyaTlex3YaCat520CSzti,https://api.spotify.com/v1/audio-analysis/2yyaTlex3YaCat520CSzti,188774,4
346,Harris & Ford,Died In Your Arms (Reloaded),Died In Your Arms (Reloaded),2022-09-02,238455,49,4fc381V6V17JS7RqXH2E7M,0.269,0.916,9,-3.457,0,0.151,0.00444,2.42e-06,0.105,0.225,154.936,audio_features,4fc381V6V17JS7RqXH2E7M,spotify:track:4fc381V6V17JS7RqXH2E7M,https://api.spotify.com/v1/tracks/4fc381V6V17JS7RqXH2E7M,https://api.spotify.com/v1/audio-analysis/4fc381V6V17JS7RqXH2E7M,238456,3
347,Julian Brandts,Euphoria (Hardstyle Edit),Euphoria - Hardstyle Edit,2023-09-08,214546,49,6LABLxSNomagmMcVNhrPgA,0.301,0.737,9,-5.541,1,0.0461,0.185,5.44e-05,0.368,0.225,149.217,audio_features,6LABLxSNomagmMcVNhrPgA,spotify:track:6LABLxSNomagmMcVNhrPgA,https://api.spotify.com/v1/tracks/6LABLxSNomagmMcVNhrPgA,https://api.spotify.com/v1/audio-analysis/6LABLxSNomagmMcVNhrPgA,214547,4
348,Jordiz,Axel F,Axel F,2022-01-28,193704,49,4Aq5dvUPgdaEEvaEGl2NLz,0.577,0.811,1,-4.321,1,0.0309,0.054,0.00264,0.195,0.317,75.01,audio_features,4Aq5dvUPgdaEEvaEGl2NLz,spotify:track:4Aq5dvUPgdaEEvaEGl2NLz,https://api.spotify.com/v1/tracks/4Aq5dvUPgdaEEvaEGl2NLz,https://api.spotify.com/v1/audio-analysis/4Aq5dvUPgdaEEvaEGl2NLz,193704,1
349,Darren Styles,I Follow Rivers (Deep Sea Baby),I Follow Rivers (Deep Sea Baby),2022-07-15,187500,48,5LjjFLhe4QChEtBCnZBn1O,0.513,0.839,10,-3.763,0,0.0672,0.00588,0.0,0.115,0.611,160.021,audio_features,5LjjFLhe4QChEtBCnZBn1O,spotify:track:5LjjFLhe4QChEtBCnZBn1O,https://api.spotify.com/v1/tracks/5LjjFLhe4QChEtBCnZBn1O,https://api.spotify.com/v1/audio-analysis/5LjjFLhe4QChEtBCnZBn1O,187500,4
350,Lawstylez,We Found Love (Hardstyle),We Found Love (Hardstyle),2023-07-21,155416,48,5Kv0Oy4K55O5LFOL5Z8kfW,0.505,0.841,6,-4.984,1,0.0654,0.0608,0.0,0.142,0.375,155.168,audio_features,5Kv0Oy4K55O5LFOL5Z8kfW,spotify:track:5Kv0Oy4K55O5LFOL5Z8kfW,https://api.spotify.com/v1/tracks/5Kv0Oy4K55O5LFOL5Z8kfW,https://api.spotify.com/v1/audio-analysis/5Kv0Oy4K55O5LFOL5Z8kfW,155417,4
351,Jay Reeve,Bitter Sweet Symphony (Hardstyle Mix),Bitter Sweet Symphony (Hardstyle Mix),2023-07-06,180002,48,675uQstqHDJVNwUpMHMY4S,0.329,0.937,9,-3.256,1,0.0792,0.0155,0.0226,0.327,0.289,154.312,audio_features,675uQstqHDJVNwUpMHMY4S,spotify:track:675uQstqHDJVNwUpMHMY4S,https://api.spotify.com/v1/tracks/675uQstqHDJVNwUpMHMY4S,https://api.spotify.com/v1/audio-analysis/675uQstqHDJVNwUpMHMY4S,180002,4
352,N-Vitral,Smells Like Teen Spirit,Smells Like Teen Spirit,2020-08-04,211127,48,02uaLJya6U259ljPjJDvS3,0.617,0.975,1,-2.18,1,0.118,0.0396,3.54e-06,0.27,0.137,99.88,audio_features,02uaLJya6U259ljPjJDvS3,spotify:track:02uaLJya6U259ljPjJDvS3,https://api.spotify.com/v1/tracks/02uaLJya6U259ljPjJDvS3,https://api.spotify.com/v1/audio-analysis/02uaLJya6U259ljPjJDvS3,211128,4
353,LNY TNZ,Cotton Eye Joe,Cotton Eye Joe,2023-04-21,146000,47,3iq4M1xPl3YRXRUUAIdREt,0.572,0.989,9,-0.457,1,0.142,0.00645,0.000849,0.355,0.762,149.971,audio_features,3iq4M1xPl3YRXRUUAIdREt,spotify:track:3iq4M1xPl3YRXRUUAIdREt,https://api.spotify.com/v1/tracks/3iq4M1xPl3YRXRUUAIdREt,https://api.spotify.com/v1/audio-analysis/3iq4M1xPl3YRXRUUAIdREt,146000,4
354,Tony Junior,Use Somebody,Use Somebody,2023-03-03,174400,47,0zXKokbGrtZe67VxYJYwN0,0.431,0.958,0,-2.039,1,0.0455,0.00506,0.0,0.104,0.603,149.939,audio_features,0zXKokbGrtZe67VxYJYwN0,spotify:track:0zXKokbGrtZe67VxYJYwN0,https://api.spotify.com/v1/tracks/0zXKokbGrtZe67VxYJYwN0,https://api.spotify.com/v1/audio-analysis/0zXKokbGrtZe67VxYJYwN0,174400,4
